تا SUBR VCL  Arg1 null junk
به PREP NPP  Arg3 null junk
درگاه N NPP  Arg3 شيء§n-12703 no
الهي ADJ NPOSTMOD null مشخصه§n-12756 role_state
استغاثه N NVE null خبر§n-12766 role_intent
کنند V PREDEP null null junk
و CONJ VCONJ null null junk
توبه N NVE null مشخصه§n-12756 role_intent
نمايند V VCL null رخداد§n-13136 role_action
. PUNC PUNC null null junk

بعداز PREP ADVRB  ArgM_TMP null no
چند ADJ NPREMOD null null junk
وقت N POSDEP null دوره_زماني§n-12603 time
يونس N SBJ  Arg0 نفر§n-13075 role
يونس N SBJ  Arg0 نفر§n-13075 role
جهت N ADVRB  ArgM_PRP null junk
مشاهده N MOZ null null role_intent
عذاب N MOZ null رخداد§n-13136 no
وارد ADJ MOS  Arg2 null no
شهر N NEZ null جا§n-12733 location
شد V PREDEP null null junk
اما CONJ VCONJ null null junk
ديد V ROOT null رخداد§n-13136 role_action
که SUBR VCL  Arg1 null junk
اتفاق N NVE null رخداد§n-13136 role_intent
خاصي ADJ NPOSTMOD null مشخصه§n-12756 no
نيفتاده V PRD null رخداد§n-13136 no
، PUNC PUNC null null junk

وقتي N ADVRB  ArgM_TMP null junk
قضيه N OBJ  Arg1 رخداد§n-13136 no
را POSTP OBJ  Arg1 null junk
از PREP VPP  Arg3 null junk
يکي‌از ADJ NPREMOD null null no
اهالي N VPP  Arg3 گروه§n-12753 role
پرسيد V NCL null رخداد§n-13136 role_action
مرد N SBJ  Arg0 نفر§n-13075 role
مرد N SBJ  Arg0 نفر§n-13075 role
که SUBR NCL null null junk
او PR PREDEP null null junk
را POSTP OBJ  Arg1 null junk
نمي‌شناخت V PRD null رخداد§n-13136 role_action
ماجراي N OBJ  Arg3 رخداد§n-13136 no
نفرين N MOZ null null no
يونس N MOZ null نفر§n-13075 role
و CONJ NCONJ null null junk
توبه N NCONJ null مشخصه§n-12756 role_intent
مردم N MOZ null null junk
را POSTP OBJ  Arg3 null junk
براي PREP VPP  Arg4 null junk
ش PR POSDEP null null role
توضيح N NVE null خبر§n-12766 role_intent
داد V ROOT null null junk
. PUNC PUNC null null junk

يونس N SBJ  Arg1 نفر§n-13075 role
يونس N SBJ  Arg0 نفر§n-13075 role
يونس N SBJ  Arg0 نفر§n-13075 role
يونس N SBJ  Arg0 نفر§n-13075 role
با PREP ADVRB  ArgM_CAU null junk
شنيدن N ADVRB  ArgM_CAU رخداد§n-13136 role_action
اين ADJ NPREMOD null null junk
خبر N MOZ null خبر§n-12766 no
خشمگين ADJ MOS  Arg2 مشخصه§n-12756 role_state
شد V PREDEP null null junk

و CONJ VCONJ null null junk
بدون PREP ADVRB  ArgM_NEG null junk
اذن N POSDEP null خبر§n-12766 no
پروردگار N MOZ null خصوصيت_رواني§n-12725 role
ش PR MOZ null نفر§n-13075 role
شهر N OBJ  Arg1 جا§n-12733 location
را POSTP OBJ  Arg1 null junk
ترک N NVE null رخداد§n-13136 role_intent
کرد V PREDEP null null junk

و CONJ VCONJ null null junk
رفت V ROOT null null junk
تا SUBR AJUCL  ArgM_CAU null junk
به PREP VPP  Arg4 null junk
کنار N POSDEP null null junk
دريايي N MOZ null جا§n-12733 location
رسيد V PRD null null junk
، PUNC PUNC null null junk

سوار ADJ MOS  Arg2 مشخصه§n-12756 role_intent
يک NUM NPREMOD null null junk
کشتي N NEZ  Arg1 شيء§n-12703 static_object
شد V ROOT null null junk
که SUBR NCL null null junk
پر‌از ADJ NPREMOD null null no
بار N MOS  Arg2 null junk
و CONJ NCONJ null null junk
مسافر N NCONJ null نفر§n-13075 role
بود V PRD null null junk
. PUNC PUNC null null junk

کشتي N SBJ  Arg1 شيء§n-12703 static_object
در‌ميانه PREP MOS  Arg2 null no
راه N POSDEP null null junk
بود V ROOT null null junk
که SUBR AJUCL  ArgM_TMP null junk
ناگهان ADV ADVRB  ArgM_ADV null junk
ماهي N SBJ  null جانور§n-12239 dynamic_object
ماهي N SBJ  Arg0 جانور§n-12239 dynamic_object
ماهي N SBJ  Arg0 جانور§n-12239 dynamic_object
بزرگي ADJ NPOSTMOD null مشخصه§n-12756 role_state
جلوي PREP OBJ  Arg1 جا§n-12733 no
ش PR POSDEP null شيء§n-12703 static_object
را POSTP OBJ  Arg1 null junk
گرفت V PREDEP null null junk
و CONJ VCONJ null null junk
دهان N OBJ  Arg1 شيء§n-12703 static_object
خود PR MOZ null null junk
را POSTP OBJ  Arg1 null junk
باز ADJ MOS  Arg2 null junk
کرد V PREDEP null null junk
و CONJ VCONJ null null junk
طلب N NVE null رخداد§n-13136 role_intent
غذا N MOZ  Arg1 null static_object
نمود V PRD null رخداد§n-13136 dynamic_object_action
. PUNC PUNC null null junk

هر ADJ NPREMOD null null junk
بار N ADVRB  ArgM_TMP null junk
قرعه N SBJ  Arg1 null no
به PREP VPP  Arg3 null junk
نام N POSDEP null null junk
يونس N MOZ null نفر§n-13075 role
درآمد V ROOT null null no

درنتيجه SUBR AJUCL  ArgM_CAU null no
درنتيجه SUBR AJUCL  ArgM_DIS null no
او PR PREDEP null null junk
را POSTP OBJ  Arg1 null junk
در PREP VPP  Arg3 null junk
درون N POSDEP null null junk
دريا N MOZ null جا§n-12733 location
انداخته V VCONJ null رخداد§n-13136 role_action
و CONJ VCONJ null null junk
ماهي N SBJ  Arg0 جانور§n-12239 dynamic_object
ماهي N SBJ  Arg0 جانور§n-12239 dynamic_object
نيز ADV ADVRB  ArgM_ADV null junk
فوري ADV ADVRB  ArgM_TMP مشخصه§n-12756 no
او PR PREDEP null null junk
را POSTP OBJ  Arg1 null junk
بلعيد V VCONJ null رخداد§n-13136 dynamic_object_action
و CONJ VCONJ null null junk
به PREP VPP  Arg3 null junk
اعماق N VPP  Arg3 جا§n-12733 location
آب N MOZ null ماده§n-14032 static_object
بازگشت V PRD null رخداد§n-13136 dynamic_object_action
. PUNC PUNC null null junk

خداوند N SBJ  Arg0 خصوصيت_رواني§n-12725 role
به PREP NPP  Arg3 null junk
ماهي N NPP  Arg3 جانور§n-12239 dynamic_object
الهام N NVE null خصوصيت_رواني§n-12725 role_intent
نمود V ROOT null null role_action
تا SUBR VCL  Arg1 null junk
به PREP NPP  Arg3 null junk
او PR POSDEP null null junk
آسيبي N NVE null مشخصه§n-12756 role_state
نرساند V VCL null رخداد§n-13136 dynamic_object_action
. PUNC PUNC null null junk

يونس N SBJ  Arg0 نفر§n-13075 role
يونس N SBJ  Arg0 نفر§n-13075 role
يونس N SBJ  Arg1 نفر§n-13075 role
چند ADJ NPREMOD null null junk
روزي N ADVRB  ArgM_EXT دوره_زماني§n-12603 time
را UNKNOWN POSDEP null null junk
در PREP ADVRB  ArgM_LOC null junk
درون N POSDEP null null junk
شکم N MOZ null رابطه§n-13628 no
ماهي N MOZ null جانور§n-12239 dynamic_object
به PREP VPP  Arg3 null junk
اطاعت N VPP  Arg3 رابطه§n-13628 role_intent
و CONJ NCONJ null null junk
پرستش N NCONJ null رخداد§n-13136 role_intent
خداوند N MOZ null خصوصيت_رواني§n-12725 role
پرداخت V VCONJ null رخداد§n-13136 role_action
و CONJ VCONJ null null junk
به PREP NPP  Arg3 null junk
عظمت N NPP  Arg3 مشخصه§n-12756 role_state
ش PR MOZ null null no
اعتراف N NVE null null role_state
کرد V PREDEP null null junk
و CONJ VCONJ null null junk
متوجه ADJ MOS  Arg2 مشخصه§n-12756 role_state
خود PR MOZ null null junk
شد V ROOT null null junk
. PUNC PUNC null null junk

خداوند N SBJ  Arg0 خصوصيت_رواني§n-12725 role
خداوند N SBJ  Arg0 خصوصيت_رواني§n-12725 role
نيز ADV ADVRB  ArgM_ADV null junk
توبه N OBJ  Arg1 مشخصه§n-12756 role_intent
اش PR MOZ null null junk
را POSTP OBJ  Arg1 null junk
قبول ADJ NVE null مشخصه§n-12756 no
نمود V VCONJ null رخداد§n-13136 role_action

و CONJ VCONJ null null junk
به PREP VPP  Arg3 null junk
ماهي N VPP  Arg3 جانور§n-12239 dynamic_object
الهام N NVE null خصوصيت_رواني§n-12725 role_intent
کرد V ROOT null null junk
تا SUBR VCL  Arg1 null junk
او PR PREDEP null null junk
را POSTP OBJ  Arg1 null junk
را POSTP OBJ  Arg1 null junk
به PREP VPP  Arg4 null junk
ساحل N VPP  Arg4 جا§n-12733 location
ببرد V PREDEP null رخداد§n-13136 dynamic_object_action

و CONJ VCONJ null null junk
رها ADJ MOS  Arg2 مشخصه§n-12756 role_intent
سازد V VCL null رخداد§n-13136 dynamic_object_action
پس SUBR AJUCL  ArgM_DIS null junk
ماهي N SBJ  Arg0 جانور§n-12239 dynamic_object
نيز ADV ADVRB  ArgM_ADV null junk
چنان PR OBJ  Arg1 null junk
کرد V PRD null null junk
. PUNC PUNC null null junk

يونس N SBJ  Arg1 نفر§n-13075 role
يونس N SBJ  Arg0 نفر§n-13075 role
با PREP ADVRB  ArgM_MNR null junk
حالي N ADVRB  ArgM_MNR مشخصه§n-12756 no
گرفته ADJ NPOSTMOD null null junk
و CONJ AJCONJ null null junk
بيمار ADJ AJCONJ null مشخصه§n-12756 role_state
از PREP ADVRB  ArgM_LOC null junk
شکم N ADVRB  ArgM_LOC رابطه§n-13628 no
ماهي N MOZ null جانور§n-12239 dynamic_object
خارج ADJ MOS  Arg2 جا§n-12733 location
شد V PREDEP null null junk
و CONJ VCONJ null null junk
در PREP ADVRB  ArgM_LOC null junk
کنار N POSDEP null null junk
ساحل N MOZ null جا§n-12733 location
به PREP NPP  Arg3 null junk
سايه N NPP  Arg3 مشخصه§n-12756 no
گياه N MOZ null جان_دار§n-10393 static_object
کدوبني N MOZ null null no
( PUNC PUNC null null junk
گياهي N POSDEP null جان_دار§n-10393 static_object
از PREP NPP null null junk
قسم N NPP null خصوصيت_رواني§n-12725 no
کدو N MOZ null null static_object
) PUNC PUNC null null junk
تکيه N NVE null مشخصه§n-12756 role_state
زد V ROOT null رخداد§n-13136 role_action
، PUNC PUNC null null junk

او PR SBJ  Arg0 null junk
او PR SBJ  Arg0 null junk
همواره ADV ADVRB  ArgM_ADV null junk
ذکر N OBJ  Arg1 خصوصيت_رواني§n-12725 role_intent
خدا N MOZ null خصوصيت_رواني§n-12725 no
مي‌گفت V ROOT null رخداد§n-13136 role_action
تا SUBR AJUCL  ArgM_TMP null junk
سلامتي N OBJ  Arg1 مشخصه§n-12756 role_state
خود PR MOZ null null junk
را POSTP OBJ  Arg1 null junk
بازيافت V AJUCL null رخداد§n-13136 role_action
. PUNC PUNC null null junk

در PREP ADVRB  ArgM_TMP null junk
اين ADJ NPREMOD null null junk
هنگام N ADVRB  ArgM_TMP دوره_زماني§n-12603 time
يونس N SBJ  Arg1 نفر§n-13075 role
يونس N SBJ  Arg0 نفر§n-13075 role
متوجه ADJ MOS  Arg2 مشخصه§n-12756 role_state
خطاي N NEZ null رخداد§n-13136 role_state
خود PR MOZ null null junk
شد V PREDEP null null junk
و CONJ VCONJ null null junk
از PREP NPP  Arg3 null junk
درگاه N NPP  Arg3 شيء§n-12703 no
الهي ADJ NPOSTMOD null مشخصه§n-12756 role
تقاضاي N NVE null خبر§n-12766 role_state
عفو N MOZ  Arg1 رخداد§n-13136 role_intent
و CONJ NCONJ null null junk
بخشش N NCONJ null رخداد§n-13136 role_intent
نمود V ROOT null رخداد§n-13136 role_action
. PUNC PUNC null null junk

سپس SUBR ROOT  ArgM_DIS null junk
به PREP NPP  Arg4 null junk
سمت N NPP  Arg4 جا§n-12733 no
نينوا N MOZ null null location
حرکت N NVE null رخداد§n-13136 role_intent
کرد V PRD null null junk
. PUNC PUNC null null junk

اما CONJ VCONJ  ArgM_DIS null junk
گوسفندي N SBJ  Arg0 جانور§n-12239 dynamic_object
گوسفندي N SBJ  Arg0 جانور§n-12239 dynamic_object
به PREP VPRT null null junk
زبان N VPRT null خصوصيت_رواني§n-12725 role_state
آمد V PREDEP null null junk
و CONJ VCONJ null null junk
گواهي N NVE null خصوصيت_رواني§n-12725 dynamic_object_state
داد V ROOT null null junk
که SUBR VCL  Arg1 null junk
آن ADJ NPREMOD null null junk
مرد N SBJ  Arg1 نفر§n-13075 role
يونس N MOS  Arg2 نفر§n-13075 role
است V PRD null null junk
. PUNC PUNC null null junk

چوپان N SBJ  Arg1 نفر§n-13075 role
متقاعد ADJ MOS  Arg2 مشخصه§n-12756 role_state
شد V ROOT null null junk
که SUBR ACL null null junk
اين ADJ NPREMOD null null junk
مرد N SBJ  Arg1 نفر§n-13075 role_state
يونس N MOS  Arg2 نفر§n-13075 role
است V PRD null null junk
، PUNC PUNC null null junk

سريع ADV ADVRB  ArgM_MNR مشخصه§n-12756 role_state
وارد ADJ MOS  Arg2 null no
شهر N NEZ null جا§n-12733 location
شد V PREDEP null null junk

و CONJ VCONJ null null junk
خبر N OBJ  Arg1 خبر§n-12766 no
آمدن N MOZ null رخداد§n-13136 role_action
ش PR MOZ null نفر§n-13075 role
را POSTP OBJ  Arg1 null junk
به PREP VPP  Arg3 null junk
مردم N POSDEP null null junk
داد V ROOT null null junk
. PUNC PUNC null null junk

مردم N SBJ  Arg0 null junk
مردم N SBJ  Arg0 null junk
مردم N SBJ  Arg0 null junk
مردم N SBJ  Arg0 null junk
که SUBR NCL null null junk
هرگز ADV ADVRB  ArgM_NEG null junk
چنين N PREDEP null null junk
خبري N MOZ null خبر§n-12766 no
را POSTP OBJ  Arg1 null junk
باور N NVE null خصوصيت_رواني§n-12725 role_state
نمي‌کردند V PRD null رخداد§n-13136 role_action
، PUNC PUNC null null junk
چوپان N OBJ  Arg1 نفر§n-13075 role
را POSTP OBJ  Arg1 null junk
دستگير ADJ NVE null مشخصه§n-12756 role_intent
کرده V PREDEP null null junk
و CONJ VCONJ null null junk
تصميم N NVE null خصوصيت_رواني§n-12725 role_intent
گرفتند V ROOT null null junk
تا SUBR VCL  Arg3 null junk
او PR PREDEP null null junk
را POSTP OBJ  Arg1 null junk
بزنند V VCL null رخداد§n-13136 role_action
، PUNC PUNC null null junk

اما CONJ VCONJ  ArgM_DIS null junk
چوپان N SBJ  Arg0 نفر§n-13075 role
به PREP VPP  Arg3 null junk
آن‌ها PR VPP  Arg3 null role
گفت V ROOT null null junk
که SUBR VCL  Arg1 null junk
من PR SBJ  Arg0 null junk
براي PREP NPP null null junk
صدق N POSDEP null مشخصه§n-12756 no
گفتار N MOZ null رخداد§n-13136 role_intent
م PR MOZ null نفر§n-13075 role
شاهد N OBJ  Arg1 نفر§n-13075 role_state
دارم V PRD null null junk
، PUNC PUNC null null junk

سپس SUBR ROOT  ArgM_DIS null junk
همان ADJ NPREMOD null null junk
گوسفند N SBJ  Arg0 جانور§n-12239 dynamic_object
مجددا ADV ADVRB  ArgM_ADV null junk
شهادت N NVE null خبر§n-12766 dynamic_object_state
داد V PRD null null junk
که SUBR VCL  Arg3 null junk
چوپان N SBJ  Arg0 نفر§n-13075 role
راست N NVE null null no
مي‌گويد V PRD null null no
. PUNC PUNC null null junk

مردم N SBJ  Arg0 null junk
مردم N SBJ  Arg0 null junk
مردم N SBJ  Arg0 null junk
مردم N SBJ  Arg1 null junk
پس‌از PREP ADVRB  ArgM_TMP null no
اين ADJ NPREMOD null null junk
ماجرا N POSDEP null رخداد§n-13136 no
به PREP VPP  Arg4 null junk
استقبال N VPP  Arg4 خبر§n-12766 role_intent
يونس N MOZ null نفر§n-13075 role
رفته V PREDEP null null junk
و CONJ VCONJ null null junk
او PR PREDEP null null junk
را POSTP OBJ  Arg1 null junk
با PREP ADVRB  ArgM_MNR null junk
احترام N ADVRB  ArgM_MNR خصوصيت_رواني§n-12725 role_state
وارد ADJ MOS  Arg2 null no
شهر N NEZ null جا§n-12733 location
کردند V PREDEP null null junk
و CONJ VCONJ null null junk
به PREP NPP  Arg3 null junk
او PR POSDEP null null junk
ايمان N NVE null خصوصيت_رواني§n-12725 role_intent
آورده V PREDEP null null junk
و CONJ VCONJ null null junk
سال‌ها N ADVRB  ArgM_EXT دوره_زماني§n-12603 time
تحت PREP MOS  Arg2 null junk
رهبري N POSDEP null نفر§n-13075 role_state
و CONJ NCONJ null null junk
راهنمايي‌هاي N NCONJ null رخداد§n-13136 role_intent
او PR MOZ null null junk
بودند V ROOT null null junk
. PUNC PUNC null null junk

خداوند N SBJ  Arg0 خصوصيت_رواني§n-12725 role
آدم N OBJ  Arg1 نفر§n-13075 role
را POSTP OBJ  Arg1 null junk
بدون PREP ADVRB  ArgM_NEG null junk
پدر N POSDEP null نفر§n-13075 role
و CONJ NCONJ null null junk
مادر N NCONJ null نفر§n-13075 role
آفريد V ROOT null رخداد§n-13136 role_action
تا SUBR AJUCL  ArgM_CAU null junk
دليلي N MOS  Arg2 خصوصيت_رواني§n-12725 no
باشد V PRD null null junk
بر PREP NPP null null junk
قدرت N POSDEP null خصوصيت_رواني§n-12725 role_state
الهي ADJ NPOSTMOD null مشخصه§n-12756 role_state
. PUNC PUNC null null junk

هنگامي N ADVRB  ArgM_TMP دوره_زماني§n-12603 time
که SUBR NCL null null junk
خداوند N SBJ  Arg0 خصوصيت_رواني§n-12725 role
خداوند N SBJ  Arg0 خصوصيت_رواني§n-12725 role
اراده N NVE null رخداد§n-13136 role_intent
کرد V PRD null null junk
تا SUBR VCL  Arg1 null junk
در PREP ADVRB  ArgM_LOC null junk
زمين N ADVRB  ArgM_LOC شيء§n-12703 location
خليفه N OBJ  Arg1 null role_state
خليفه N OBJ  Arg1 null role_state
و CONJ NCONJ null null junk
نماينده‌اي N NCONJ null نفر§n-13075 role_state
که SUBR NCL null null junk
حاکم N MOS  Arg2 نفر§n-13075 role_state
زمين N MOZ null شيء§n-12703 location
باشد V PRD null null junk
قرار N NVE null null role_intent
دهد V PRD null null junk
فرشتگان N SBJ  Arg1 خصوصيت_رواني§n-12725 role
از PREP AJPP null null junk
اين ADJ NPREMOD null null junk
خبر N AJPP null خبر§n-12766 no
شگفت‌زده ADJ MOS  Arg2 مشخصه§n-12756 role_state
شدند V ROOT null null junk
، PUNC PUNC null null junk

آن‌ها PR SBJ  Arg0 null role
خود PR PREDEP null null junk
را POSTP OBJ  Arg1 null junk
به PREP AJPP null null junk
جانشيني N AJPP null null role_intent
در PREP NPP null null junk
زمين N NPP null شيء§n-12703 location
سزاوارتر ADJ TAM  Arg2 مشخصه§n-12756 role_state
مي‌پنداشتند V ROOT null null role_action
. PUNC PUNC null null junk

اما CONJ VCONJ  ArgM_DIS null junk
خداوند N SBJ  Arg0 خصوصيت_رواني§n-12725 role
با PREP ADVRB  ArgM_INS null junk
اسرار N ADVRB  ArgM_INS خبر§n-12766 no
غيبي ADJ NPOSTMOD null مشخصه§n-12756 no
که SUBR NCL null null junk
بر PREP AJPP null null junk
آنان PR POSDEP null null junk
پوشيده ADJ MOS  Arg2 مشخصه§n-12756 no
‌بود V PRD null رخداد§n-13136 no
پاسخ N NVE null رخداد§n-13136 role_intent
داد V ROOT null null junk
، PUNC PUNC null null junk
خداوند N SBJ  Arg0 خصوصيت_رواني§n-12725 role
چيزي N PREDEP null null junk
را POSTP OBJ  Arg1 null junk
مي‌داند V VCL null رخداد§n-13136 role_action
که SUBR NCL null null junk
آنان PR SBJ  Arg0 null junk
از PREP NPP  Arg3 null junk
آن PR POSDEP null null junk
آگاهي N NVE null خصوصيت_رواني§n-12725 role_state
ندارند V PRD null null junk
. PUNC PUNC null null junk

پس‌از PREP ADVRB  ArgM_TMP null no
آفرينش N POSDEP null رخداد§n-13136 role_intent
آدم N MOZ  Arg0 نفر§n-13075 role
آدم N MOZ  Arg0 نفر§n-13075 role
( PUNC PUNC null null junk
ع ARAB POSDEP null null no
) PUNC PUNC null null junk
خداوند N SBJ  Arg0 خصوصيت_رواني§n-12725 role
اسما N OBJ  Arg1 null no
را POSTP OBJ  Arg1 null junk
به PREP VPP  Arg3 null junk
او PR POSDEP null null junk
آموخت V ROOT null رخداد§n-13136 role_action
تا SUBR AJUCL  ArgM_CAU null junk
در PREP ADVRB  ArgM_LOC null junk
زمين N ADVRB  ArgM_LOC شيء§n-12703 location
توان N OBJ  Arg1 خصوصيت_رواني§n-12725 role_state
يافته V PREDEP null null junk
و CONJ VCONJ null null junk
از PREP AJPP null null junk
آن PR POSDEP null null junk
بهره‌مند ADJ MOS  Arg2 مشخصه§n-12756 role_intent
گردد V PRD null null junk
. PUNC PUNC null null junk

انسان N SBJ  Arg1 گروه§n-12753 role
